title,length,publish_date,author,url
"""कमेरा म्वारा"" - KAMERA MWARA- Official Song- Narendra Singh Negi- GARHWALI VIDEO SONG",423,2022-01-18 00:00:00,NARENDRA SINGH NEGI -OFFICIAL CHANNEL,https://www.youtube.com/watch?v=KpI9nXiSoRU
मैमा न पूछा | MAI MA NA PUCHA - OFFICIAL SONG | KAVILAS NEGI | GARHWALI SONG | NARENDRA SINGH NEGI,295,2021-01-21 00:00:00,NARENDRA SINGH NEGI -OFFICIAL CHANNEL,https://www.youtube.com/watch?v=6Skjmc_W26M
क्वी त् बात होलि | KUI TA BAAT HOLI - OFFICIAL SONG | NARENDRA SINGH NEGI  | GARHWALI SONG,308,2020-12-24 00:00:00,NARENDRA SINGH NEGI -OFFICIAL CHANNEL,https://www.youtube.com/watch?v=S-Q8YOdkaIA
Jakh Meri Maya Roundi | Narendra Singh Negi | Latest Uttarakhandi Song,475,2019-10-25 00:00:00,NARENDRA SINGH NEGI -OFFICIAL CHANNEL,https://www.youtube.com/watch?v=Vdv3TsnLO5w
Barkha Jhuki Aege - Narendra Singh Negi New Garhwali Video Song 2018,356,2018-06-30 00:00:00,NARENDRA SINGH NEGI -OFFICIAL CHANNEL,https://www.youtube.com/watch?v=BAc2Pwyw_UM
Hori Aege - Narendra Singh Negi Garhwali Holi Video Song New 2018,417,2018-02-24 00:00:00,NARENDRA SINGH NEGI -OFFICIAL CHANNEL,https://www.youtube.com/watch?v=inyCbYPIaNo
KARAOKE New Garhwali Song || Teru Subhashish || तेरु शुभाशीष || Saraswati Wandana || MGV DIGITAL,217,2021-05-26 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=4NpVEMXcaLQ
New Garhwali Song || Teru Subhashish || तेरु शुभाशीष || Saraswati Wandana || MGV DIGITAL,226,2021-05-07 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=F2zdonWiBaI
New Garhwali Song | Jay Ho Uttarakhand Bhoomi | जय हो उत्तराखण्ड भूमी | Asha Bhatt | Saurabh Uniyal,382,2021-05-01 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=Pp2sB8MK5wk
New Garhwali song 2021 || मैत की खुद || Mait Ki Khud || आशा भट्ट || सुमंत पंवार || MGV DIGITAL,403,2021-02-11 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=3WR3ExUySbQ
New Garhwali Song || Rangeeli Syali || रंगीली सयाली || Manoj Pahadi & Shweta Pathriyal | MGV DIGITAL,269,2020-11-14 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=WCuXZeIcXsY
New Garhwali Song || Hudka Ki Taal || हुड़का की ताल  || Dinesh Rawat & Jay Singh Gusain|| MGV DIGITAL,277,2020-11-07 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=VYHZYFjKZH8
New Garhwali Song || Bajo Gailya Dholki || बजौ गैल्या ढोलकी || Sarita Rawat || MGV DIGITAL,361,2020-10-22 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=WgsHfsgxUck
"""Jhanwari"" || Vivek Nautiyal || Gunjan Dangwal || Subhash Pandey || Uttarakhandi Song",237,2020-08-18 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=5CXIu49ergc
Ganjyali || गंज्याली || Gunjan Dangwal || Pradeep Lingwan || Ranjeet Singh || Uttarakhandi Song,267,2020-06-14 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=beWsZgHqP2A
Chakhnyo (चखन्यौ) | Gunjan Dangwal & Vishal Sharma Ft.Pahadian | Pradeep Lingwan | Uttarakhandi Song,317,2020-04-05 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=D78wW8nvsgE
New Garhwali Bhajan || Kripa Teri Holi Ma || Jagdambe Mata || कृपा तेरी होली मां,327,2020-03-25 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=HPsNsufJxcM
New Pahadi Video Song: Aadha Raat | LB Shivam Bhatt| Chandana Negi| Naveen Dhyani| Creative Budbak,292,2020-02-11 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=O9NHpuw0eUo
Official Pahadi Song: Chhama Chauk | Gunjan Dangwal | Rajani Rana | Garhwali Song | TBS,420,2020-01-19 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=4Hvvus4WwfE
Pahadi A Cappella 2 || Gothar Da Bakam Bham || गोठरदा बकम भम || MGV DIGITAL,311,2019-12-21 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=pUPkcsbGdVA
New Garhwali Song | Baudige Bagwal |बौड़ीगे बग्वाळ| Asha bhatt|Bindu Nautiyal|Sumant panwar|MGV,283,2019-10-25 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=RXsJKbyXAYo
Ghasyari (घस्यारी फूलदेई) | Deen Dayal | New Garhwali Song 2019 | Gunjan Dangwal | MGV DIGITAL,245,2019-08-15 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=eugwpsqUR2U
New Garhwali Video Song :Kashmira Baand || कश्मिरा बांद | Neeraj || Rashmi || MGV DIGITAL,256,2019-07-04 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=Afe5FIV6zjY
Nandu Mama Ki Syali Video Song | Gunjan Dangwal | New Garhwali Song| MGV DIGITAL,460,2019-06-10 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=_QaqC5jvFDU
New garhwali Video Song 2019 | Mai Bhi Nachad | मै भी नचाड़ | Manoj Pahadi  |MGV DIGITAL,293,2019-04-30 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=oPLUDXNPQho
"Latest Pahadi Video: Pardesh(The Untold Story)|| LB Shivam Bhatt Ft.Shivam Saklani, Himani, Sandhya",296,2019-02-02 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=7vTqChNfehY
(Official Video) || Pahadi A Cappella 1 || Kaleji ku tel || कलेजी कु तेल || MGV DIGITAL,249,2018-10-28 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=snxxAVvQ_I4
New Garhwali Song | Mai Janu Videsh | मै जाणु विदेश | Manoj Pahadi | Kailash Dangwal,402,2018-10-12 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=fQ1DjY_jlvE
फिर बजैदे मुरली | New Jagar Song | Fir Bajai De Muruli | Arun Himesh | Gunjan Dangwal | MGV DIGITAL,276,2018-06-07 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=-Gb8M-08dNo
गढ़वाली लोकगीत ||चोंटी छतरू || New Garhwali Song by Gunjan Dangwal || latest || MGV DIGITAL,313,2018-05-26 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=HUZXHslaIOw
Sunaina | सुनैना | New Garhwali Video Song 2018 | Mahesh Agnihotri | MGV DIGITAL,386,2018-04-21 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=rGhpTm9H9J4
Pani Pilai De Reena | पाणी पिलै दे रीना | Latest Garhwali Song | Neeraj | Seema | MGV DIGITAL,371,2018-04-07 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=pP8O6eXJrkE
Latest Garhwali Video Song |Sun Re Indu | Shivam Bhatt | Uday Rawat | Team TORNADO | MGV DIGITAL,287,2018-03-24 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=BJd98_lkNVU
Meri Chhalaiya | मेरी छलैय्या |New Garhwali DJ Song 2018| Milan Azad | Gunjan Dangwal | MGV DIGITAL,338,2018-03-03 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=xka0UmglMNU
नादबुद्ध काल भैरव | Jagar | Kapil Mohan | Gunjan Dangwal | MGV DIGITAL,584,2018-02-25 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=2tB34vKqAfs
New Garhwali Video Song 2018 | Sendura Syali | सेन्दुरा स्याळी | Manoj Pahadi | Gunjan Dangwal,377,2018-01-13 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=JNykfQK96hc
Rukija Barkha (रुकिजा बरखा) | Gunjan Dangwal & Preeti Ranakoti | New Garhwali Video | MGV DIGITAL,278,2018-01-06 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=6hs0AhW4YAw
New Garhwali Song | Jagar | जै सेम नागराजा सिधवा | Shakuntala Negi | Amit Sagar | MGV DIGITAL,621,2017-12-09 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=u2hxoB2egnU
PADMA | पदमा | New Garhwali Video Song | Ranveer Chauhan | Gunjan Dangwal | Dhoom Singh,363,2017-12-02 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=jzAdOexDDd8
Gunjan Dangwal | Garhwali Video Song 2018 | Jagar Guru Kailapeer | MGV DIGITAL,559,2017-11-18 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=aD_v-59KdXU
लोकगीत गढ़वाल के | सयाणु वीर सिंघ रौत | Old Garhwali Folk | Gunjan Dangwal | Yogesh | MGV DIGITAL,379,2017-11-04 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=x8ythCFQHMA
Sairi Suvidha | Garhwali Song | Satveer Panwar | Gunjan Dangwal | MGV DIGITAL,282,2017-10-27 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=0pfvPQ7EaqI
मिजाज्या मेरी सेन्दुरा स्याळी | Sendura Syali | New Garhwali Song | Manoj Pahadi | Gunjan Dangwal,372,2017-10-19 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=cxDe1hMGIaM
मौज-मजा | New Garhwali Song Maujmaja | Fauzy Satveer | MGV DIGITAL,231,2017-10-03 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=sV76mMb32gM
Polythene ku Narak | New garhwali song | Fauzy Satveer | MGV DIGITAL,226,2017-10-02 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=TvDiylizJp0
New Garhwali Song | डबला पर कुछ नी रयुं खाली व्हैगी सब्बि धाणी | Satveer | Sumant | MGV DIGITAL,298,2017-09-27 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=F2SjWZVlKPY
Ram Kaushal | BHAGYANI KUMA | भाग्यानी कुमा | Garhwali DJ Song |  Gunjan Dangwal | MGV DIGITAL,334,2017-09-21 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=TsiNI3StTkc
New Garhwali Song Lamba Latula | लम्बा लटुला | Satveer Panwar | Sumant Panwar | MGV DIGITAL,303,2017-09-16 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=CNHhURvKPCM
Arun Farashi |  Garhwali Song 2018 | Madhu Ghasyari | मधु घस्यारी | Gunjan dangwal | MGV DIGITAL,255,2017-09-15 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=26jdVIfdWfg
Sanka Baand | New Garhwali Video Song  | Manoj Pahari | MGV DIGITAL,372,2017-09-13 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=H4xumb8GeI8
Gunjan Dangwal | Garhwali Song 2018 | Mai tai dagda lijai dya | मैतै दगड़ा लीजैदया | MGV DIGITAL,266,2017-09-13 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=cgwk0mYoisQ
खट्टी छुवी | New Garhwali Song |  Satveer Panwar | Sumant Panwar | MGV DIGITAL,300,2017-09-11 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=rkJaF4KSPTk
ऐजा रे ऐजा बौड़ी के ऐजा | New Garhwali Song | Satveer Panwar | Sumant Panwar | MGV DIGITAL,259,2017-09-09 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=bN7tsABmMKI
New Garhwali Song | सौंझड़या हो मेरी गैल्याणी | Sanoj Rawat | Gunjan Dangwal| MGV DIGITAL,377,2017-09-07 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=aRRTiTfdu8s
ओ गैल्याणी भानुमती |New Garhwali Song Bhanumati | Sanoj Rawat | Gunjan Dangwal | MGV DIGITAL,337,2017-09-06 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=axE85shEqJ8
समलौणया रैबार | New Garhwali Song | Sanoj Rawat | Gunjan Dangwal | MGV DIGITAL,377,2017-09-03 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=5dbt67cAKP8
New Garhwali Song 2017 | He baand Sanka | हे बांद सनका |   Manoj Pahari | MGV DIGITAL,364,2017-08-12 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=utgky_d1LrI
Gunjan Dangwal | Garhwali Song 2018 | Dounkhu | डोंखु | MGV DIGITAL,407,2017-07-22 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=-jV4lH8j-Ww
Gunjan Dangwal | Baduli | बाड़ूळी | Full HD Garhwali Video 2018 | MGV DIGITAL,349,2017-07-15 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=piG6YrBYzZc
राणी जोत्रमाला ल्योंण जाण भोटंता|New Garhwali DJ Song 2017|Arun Himesh|Gunjan Dangwal|MGV DIGITAL,502,2017-06-30 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=jFGPz0qVAJM
Yogesh Uniyal | गढ़वाली व्यंग | भैजी मेरु विदेश बौ ऋषिकेश | New Garhwali Song 2017  | MGV DIGITAL,430,2017-06-22 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=sBqUlGIBJIY
Gunjan Dangwal | Jodi Malyo | जोड़ी मल्यौ | Garhwali Video Song 2018 | MGV DIGITAL,235,2017-06-14 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=u2JZVEF0_U4
Gunjan Dangwal | Garhwali Video Song 2018 | माया मतंग | Harshit | MGV DIGITAL,309,2017-06-11 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=RQ2d3JlHyks
दांगुड़यों मण्डाण | अदभुत मिलन | New Garhwali  Video 2017| Part 1|Garhwali | MGV DIGITAL,300,2017-06-08 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=DjbG2EJvwDo
Gunjan Dangwal | Garhwali Video 2018| हमारी जुकड़ी झुरिगे | MGV DIGITAL,274,2017-06-07 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=GRPjWNQpBV4
Gunjan Dangwal | Rajni Rana | मनपसन्द की बांद | Garhwali Video 2018 | MGV DIGITAL,330,2017-06-03 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=1zbWnmWJ6SA
रंग-रंग गोपाल | New Garhwali Song 2017 | Dinesh Negi | Gunjan Dangwal | MGV DIGITAL,242,2017-06-02 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=aQkUAA3UdJs
Gunjan Dangwal | Garhwali Video 2018 | बाळू बचपन फिर दौड़ै दे | MGV DIGITAL,350,2017-05-31 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=oCFZMslx3Q8
Gunjan Dangwal | तुमारु मिजाज | Tumaru Mijaj | Garhwali Video Song| MGV DIGITAL,294,2017-05-27 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=xm0Ns8RzvG0
Gunjan Dangwal | Meena Rana | माया की बिछौणी | Garhwali Video  2018 | MGV DIGITAL,411,2017-05-24 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=T-gQgu-BPhg
Gunjan Dangwal | जेठ असाढ़ बणु की आग सी | Garhwali Video Song 2018 |  MGV DIGITAL,330,2017-05-24 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=UUAhh9dUXdY
Gunjan Dangwal | Pooja  | माया की जुबान  | Maya ki Jubaan |  garhwali Video 2018 | MGV DIGITAL,318,2017-05-23 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=wjwdMVU32aY
Gunjan Dangwal | Garhwali Video Song 2018 मेरु बैरी मेरु प्यार | MGV DIGITAL,267,2017-05-22 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=7pVZKNwRb_c
Gunjan Dangwal & Pooja | रूप की आछरि| Garhwali Video Song 2018 | MGV DIGITAL,385,2017-05-20 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=WxRUXYB6IYg
मोहणया मुरली बजौंदू  | New Garhwali Song 2017 | Dinesh Negi | Arun Himesh | Gunjan | MGV DIGITAL,306,2017-05-19 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=2bZbbNIhJ7k
Latest Garhwali DJ Song 2017 | सरु मेरी मिजाज्या | Saru Mijajya | Sandeep Uniyal | MGV DIGITAL,204,2017-05-15 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=YHbsxXM2T1s
Gunjan Dangwal | Pooja | आज की रात तेरी मेरी | Garhwali Video Song 2018 | MGV DIGITAL,327,2017-05-05 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=SAydFxhEg-M
Gunjan Dangwal | Meena Rana | मीठी-मीठी पीड़ा | Garhwali Video 2018 | MGV DIGITAL,373,2017-04-27 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=sHy8iueh9VQ
बड़ा ठण्डा घत से बणै कैन त्वै  | New Garhwali song 2017 | Rajendra Dhaundiyal | MGV DIGITAL,379,2017-04-24 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=qlgjrxQ4I7U
नेगी मालचंद जी | Negi Maalchand Ji | New Garhwali Jagar 2017 | MGV DIGITAL,422,2017-04-22 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=cYUqDHnMZ1s
ऐजा हे सरु बांद | New Garhwali song 2017 | Rajendra Dhaundiyal | MGV DIGITAL,333,2017-04-17 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=yqOFUZw1O8o
New Garhwali Song 2017 | बिंदु तेरी | Bindu Teri आंख्यों मां | Dinesh Negi | MGV DIGITAL,245,2017-04-06 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=d5O_MsIDQww
प्यारी छलैया | Pyari Chhalaiya | New Garhwali Song 2017 | Rajendra Dhoundiyal | MGV DIGITAL,358,2017-04-01 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=e5W3T2GLo1E
Latest Garhwali Video Song 2017 | Meri Maaji | मेरी मांजी। Surendra Negi,265,2017-03-23 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=hpXZyCkMwvg
New Garhwali Song 2017 | Chhuma Jadin | छुमा जाडीण बांदु मां की बांद  | Neeraj Sorwan | MGV DIGITAL,377,2017-03-15 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=UW2RfQjFsMI
Dhanma Mayadaar Nauni  | धनमा मायादार नौनी |New Garhwali Song 2017 |  Neeraj Sorwan | MGV DIGITAL,303,2017-03-03 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=XM8Dd8k5b5Q
New Garhwali Song 2017 | Dil Ma Aik Jaadu Kai Jaandi | दिल मा ऐक जादू  कै जांदी |  Arvind Kotiyal,248,2017-02-28 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=EyhXiolO7SQ
मैं तेरो भँवर | Garhwali Song | Gunjan Dangwal | MGV DIGITAL,243,2017-02-06 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=fDCWAVqwzbw
New Garhwali Video Song 2017 | SURIKHAL KI JAMNA DE | सुरीखाल की जमना दे | Dhoom Singh Rawat,267,2017-02-04 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=Nb4R-1UzinU
New Garhwali Song By Gadhwal Radio | Maina Surja | मैणा सुरजा | Folk_Fusion | Vikas Bahuguna,275,2017-02-03 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=bwn1gfnXWSo
New Garhwali Video Song 2017 | Duty Lagi Ch Fouz Ma | ड्यूटी लागिगे | Yogesh Uniyal | MGV Digital,285,2017-01-25 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=aneVIwuVgaA
माँ-बाप होंदन जग मा महान | Maa-Baap | Ravindra Bhatt | New Garhwali song 2017 | MGV DIGITAL,419,2017-01-24 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=ErTU7hdMe9k
New Garhwali Video Song | बाल कुँवारी माता | Dhoom Singh | Shoorveer Singh Bisht |  MGV DIGITAL,514,2017-01-13 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=jck56haomtQ
Latest Garhwali Video Song 2017 | Dilma Chhori | दिल्मा छोरी डीज़्यों की नचाड़ । Surendra Negi,189,2017-01-08 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=DNpfAuIpO-A
Soban Kaintura | Garhwali Video Song 2018 | चाँदनिया रात सजना | MGV DIGITAL,343,2017-01-04 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=wH3gx7t1c3E
Latest Garhwali song Teri Chaunthi | तेरी चौंठी मां सज्यूं कालु तिल | Umesh Chandra | Meena Rana,377,2016-12-18 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=3ZscRy02EWU
मेरा गौं को मंडाण | ARUN HIMESH | New Garhwali DJ Audio Video Song | Gunjan Dangwal,198,2016-12-03 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=0yNGXqYk95A
सरासर हिट बे छोरी चमियाला बजार | Ravindra Bhatt | New Garhwali song |MGV DIGITAL,245,2016-11-30 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=t0Qvs-DjDuA
Gunjan Dangwal | सुर्म्यालि आँखि | Surmyali Aankhi | New Garhwali Video Song | MGV DIGITAL,206,2016-11-17 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=arvObd5-yf8
Satveer Panwar | Tang Paint Lamba  Latula | New Garhwali Video (Edited) song | MGV DIGITAL,222,2016-11-16 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=22MQdsDySec
Gunjan Dangwal & Yogesh Uniyal | सयाणु वीर सिंघ रौत | Sayaanu | New Garhwali Folk | MGV Digital,341,2016-11-14 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=qpLXEK3omGc
Yogesh Uniyal | सर्र उठी जा भैजी | जागरण गीत | New Garhwali Song | MGV DIGITAL,277,2016-11-13 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=ofHQDxvDiIY
Ravindra Bhatt | Meena Rana | He Swati | हे स्वाती | New Garhwali folk Video | Edited | MGV DIGITAL,336,2016-10-17 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=mLHTfDxJN5s
Umesh Chandra | मेरा लाल ढांगा रे | Mera Lal Dhanga re | New Garhwali Song | Edited | MGV DIGITAL,368,2016-10-13 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=jDH8lnDNOWo
Officail Video: Aija Basant || खुदेड़ गीत || Yogesh Uniyal || New Garhwali Video Song | MGV Digital,427,2016-10-08 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=rdL5QFm1vDs
New Garhwali Song || Jaunpur Jaunsaar || Gunjan Dangwal,290,2016-10-05 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=_9Xfdwxca0g
Dhoom Singh | Belya Gaun ki Hima | New Garhwali Video Song | MGV DIGITAL,257,2016-09-25 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=YzHe3YclQ5c
Umesh Chandra | Hita Re Hita | New Garhwali Edited Video Song | MGV DIGITAL,306,2016-09-17 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=ECs-IMn6bCU
Official Video: Jay Ma Raj Rajeshwari || Yogesh Uniyal || New Garhwali Video Song | || MGV DIGITAL,562,2016-09-13 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=5CLCLneHTWQ
Gunjan Dangwal | तेरी धरती बुलौणी | Teri Dharti Bulouni | New Garhwali song | MGV DIGITAL,313,2016-09-07 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=zR5XluxGB3A
Soban Kaintura | hit Syali | हिट स्याळी छंछरी | New Garhwali Audio song | MGV DIGITAL,330,2016-08-21 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=7DZw0XeeFys
Ram Kaushal| Latest Garhwali Video | रांसू लगै मेरी चैता | Ransu Lage Meri Chaita,384,2016-07-28 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=gwX9MtE7bmQ
Ram Kaushal | Latest Garhwali Video Song 2016 | Dev Bhoomi Uttarakhand,430,2016-07-19 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=EUhv856nrok
Vinod Bijalwan | Latest Garhwali Jagar | Jai Koteshwar Mahadev | जै कोटेश्वर महादेव  | MGV DIGITAL,389,2016-07-18 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=VFeXxeBjDvQ
Ram Kaushal | Latest Garhwali Video Song 2016 |रामादेई   | Ramadei | MGV DIGITAL,324,2016-07-15 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=wCgDedbCoU4
Ram Kaushal | Latest Garhwali Video Song 2016 | राजिमा   | Rajima | MGV DIGITAL,302,2016-07-09 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=gN7q-a0TRCg
Sandeep Uniyal | Latest Garhwali Jagar | Jai Huneshwar Nagraja | जै हुणेश्वर नागराजा | MGV DIGITAL,605,2016-07-05 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=S7Kfo6AEgXw
Official Video:  Ghansali Bajar || Gunjan Dangwal || New Garhwali Video || MGV DIGITAL,318,2016-07-05 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=dexWB8fIENo
Ram Kaushal |  बन्दोला  | Bandola | Latest Garhwali Video Song 2016 | MGV DIGITAL,351,2016-06-29 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=R39aka_Lgr8
Praveen Bijalwan | Kui Mera Khyalon Ma| क्वी मेरा ख्यालों मां | New Garhwali song | MGV DIGITAL,318,2016-06-22 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=3NzGKAPq_gk
Ram Kaushal | Malti Pyari | मालति प्यारी | Latest Garhwali Video Song 2016 | MGV DIGITAL,358,2016-06-21 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=1kte8hAqb4c
Soban Kaintura | Jai Narsingh Devta Bhaat Gaun Bhilang | New Garhwali Song 2016,482,2016-06-12 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=VNUAygCP_EE
Soban Kaintura | Mata Ma Jindagi Saari | माटा मां जिंदगी सारी | Usha Bhatt | New Garhwali Song 2016,445,2016-05-26 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=TOFM6MnGWLQ
Gunjan Dangwal | Aija He band bandola | ऐजा हे बांद बन्दोला | New Garhwali Video Song | MGV DIGITAL,245,2016-05-19 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=ZRliFkJmBVY
Dhoom Singh | Pinki Tu Jaan meri | पिंकी तू जान मेरी त्वै बिना वजूद ही क्या | New Garhwali song 2016,348,2016-05-10 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=-C4J2NY-obw
Ajay Panwar | Monika Thapa | Siyali Kumaina | स्याली कुमैना | New Garhwali Folk Song 2016,291,2016-05-09 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=zAWYp01ZJrc
Ajay Panwar | Gailya Sumna | गैल्या सुमना | New Garhwali Folk Song 2016 | MGV DIGITAL,277,2016-05-08 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=9v-kRHt01ww
Gunjan Dangwal | Ni Lagi Baduli | बाडुळी | Meena Rana | Garhwali Song | MGV DIGITAL,348,2016-04-25 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=BMwXL-YQ31w
Gunjan Dangwal | Hudki ka Ganchha | हुड़की का गांछा | Full Garhwali Audio | MGV DIGITAL,314,2016-04-18 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=k7MyTtJxrfo
Sandeep Uniyal | Pahad ki Naari | पहाड़ कि नारी | Garhwali Video (Editted) | MGV DIGITAL,264,2016-04-17 00:00:00,MGV DIGITAL,https://www.youtube.com/watch?v=rJdbY9VzMGw
